text,intent,sentiment
I have been waiting for 1 week with no resolution. I am very disappointed with ZENDS!,Complaint,Angry
ZENDS service has been very disappointing lately. I will escalate this issue!,Complaint,Angry
Nobody from ZENDS has followed up on my issue. I will definitely recommend ZENDS!,Complaint,Happy
Could you clarify There is an incorrect charge of $200 on my account.,Billing,Neutral
My ticket TKT80284 regarding refund has no update.,Refund,Neutral
I have not received my bill for the past 5 days.,Billing,Neutral
I cancelled my Postpaid Silver plan but no refund was given. I would appreciate your help.,Refund,Neutral
This is ridiculous! I keep getting transferred between agents with no help.,Complaint,Angry
My refund for ZENDStorage 10TB has not been processed yet. Please respond at your earliest convenience.,Refund,Neutral
ZENDS has been wonderful! Refund request for account ACC72296 is still pending.,Refund,Happy
My bill shows $72 but I should be charged less. This is completely unacceptable!,Billing,Angry
What are the features of ZENDBiz Connect 1G plan? I will definitely recommend ZENDS!,Product Inquiry,Happy
I am extremely frustrated! What is included in the Enterprise Dedicated support?,Product Inquiry,Angry
I really enjoy using ZENDS! My Postpaid Gold internet is not working since 1 week.,Technical,Happy
I want to understand My ZENDFleet IoT connection keeps dropping every few minutes.,Technical,Neutral
Please clarify the tax charges on my ZENDCloud VM Pro plan. This has gone too far!,Billing,Angry
I am happy with ZENDS! Does ZENDS offer any discount for annual payment?,Product Inquiry,Happy
My IoT device ZENDFiber Home 300Mbps is not sending data. This needs to be fixed immediately!,Technical,Angry
Kindly help me with Refund request for account ACC17592 is still pending.,Refund,Neutral
My router for ZENDOffice Net 500 is not responding. Please provide an update.,Technical,Neutral
Can I get a bundle offer for mobile and broadband? This needs to be fixed immediately!,Product Inquiry,Angry
"This is absolutely unacceptable! I cancelled ZENDCloud VM Enterprise within 7 days, please process my refund.",Refund,Angry
Why is my bill so high this month for ZENDIndustrial Sensor?,Billing,Neutral
Your service is amazing! It has been 2 weeks and I still have not received my refund.,Refund,Happy
I want to understand Can you explain the charges on my ACC94012 account?,Billing,Neutral
How much does ZENDFleet IoT cost in Singapore? I would appreciate your help.,Product Inquiry,Neutral
I am facing slow speed on ZENDFiber Home 1Gbps plan. I will definitely recommend ZENDS!,Technical,Happy
My ZENDArchive Storage connection keeps dropping every few minutes. I demand an immediate resolution!,Technical,Angry
My IoT device ZENDFiber Home 300Mbps is not sending data.,Technical,Neutral
This is the worst service ever! Can I add family members to my ZENDBiz Connect 100 plan?,Product Inquiry,Angry
Please provide information about I keep getting transferred between agents with no help.,Complaint,Neutral
Thank you ZENDS! Nobody from ZENDS has followed up on my issue.,Complaint,Happy
I am very unhappy with the service quality of ZENDEnterprise Ultra.,Complaint,Neutral
"I really enjoy using ZENDS! I was charged $30 wrongly, I need a refund.",Refund,Happy
This is outrageous! My issue with ZENDIndustrial Sensor has not been resolved since 1 week.,Complaint,Angry
I am extremely frustrated! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Angry
My refund was rejected but I meet all the criteria.,Refund,Neutral
I want to escalate my complaint regarding ZENDSmart Parking. This needs to be fixed immediately!,Complaint,Angry
Why is my refund taking more than 5 days? ZENDS is the best provider!,Refund,Happy
What is the SLA for Prepaid Basic enterprise plan? Looking forward to more great service!,Product Inquiry,Happy
I would like to know I want a refund for ZENDOffice Net 200 as it is not working.,Refund,Neutral
I was promised a resolution in 5 days but nothing happened. Keep up the great work!,Complaint,Happy
Can I add family members to my ZENDStorage 10TB plan? Thank you for your assistance.,Product Inquiry,Neutral
Does ZENDBiz Connect 100 support international roaming? ZENDS is the best provider!,Product Inquiry,Happy
What IoT solutions does ZENDS offer for smart cities? Kindly look into this matter.,Product Inquiry,Neutral
I need assistance with Please escalate my refund request for ZENDEnterprise Dedicated.,Refund,Neutral
Great service so far! I have not received my bill for the past 5 days.,Billing,Happy
This is ridiculous! Nobody from ZENDS has followed up on my issue.,Complaint,Angry
Can I add family members to my ZENDEnterprise Ultra plan? Very happy with the service!,Product Inquiry,Happy
I am facing slow speed on ZENDFiber Home 100Mbps plan. I expect an urgent response!,Technical,Angry
I need assistance with Can I get a detailed breakdown of my Postpaid Gold charges?,Billing,Neutral
Why was $30 deducted without any notice? This has gone too far!,Billing,Angry
I would like to know Please clarify the tax charges on my ZENDSmart Parking plan.,Billing,Neutral
I have a query regarding I am getting error while setting up ZENDBiz Connect 1G.,Technical,Neutral
I cancelled my ZENDCloud VM Basic plan but no refund was given.,Refund,Neutral
This is the worst experience I have had with ZENDS.,Complaint,Neutral
Nobody from ZENDS has followed up on my issue.,Complaint,Neutral
Please escalate my refund request for ZENDOffice Net 200. I am very disappointed with ZENDS!,Refund,Angry
My issue with ZENDFleet IoT has not been resolved since 1 month. I will escalate this issue!,Complaint,Angry
I am planning to switch providers due to poor service. This is completely unacceptable!,Complaint,Angry
ZENDS service has been very disappointing lately. Please let me know the details.,Complaint,Neutral
Can I get a bundle offer for mobile and broadband? Fix this now or I will switch providers!,Product Inquiry,Angry
Can I add family members to my ZENDSmart Lighting plan? This has gone too far!,Product Inquiry,Angry
What are the available plans in Thailand? Please provide an update.,Product Inquiry,Neutral
Your service is amazing! My ZENDOffice Net 1G connection is unstable since 5 days.,Technical,Happy
I need assistance with The Postpaid Silver app is crashing on my device.,Technical,Neutral
Please refund $72 to my account immediately.,Refund,Neutral
I was promised a resolution in 5 days but nothing happened. I expect an urgent response!,Complaint,Angry
What are the features of ZENDCloud VM Enterprise plan?,Product Inquiry,Neutral
I am planning to switch providers due to poor service.,Complaint,Neutral
This is the worst service ever! My router for Postpaid Platinum is not responding.,Technical,Angry
My issue with ZENDSmart Parking has not been resolved since 3 days.,Complaint,Neutral
"Hi, I love ZENDS service! What is the difference between Postpaid Gold and Platinum?",Product Inquiry,Happy
I am facing slow speed on ZENDEnterprise Dedicated plan. Keep up the great work!,Technical,Happy
I cannot believe this! My ZENDStorage 10TB eSIM is not activating.,Technical,Angry
I have a query regarding I was promised a resolution in 5 days but nothing happened.,Complaint,Neutral
I keep getting transferred between agents with no help. I would appreciate your help.,Complaint,Neutral
Why was $48 deducted without any notice? Awaiting your response.,Billing,Neutral
I am extremely frustrated! Please escalate my refund request for ZENDStorage 1TB.,Refund,Angry
I want to understand Your SLA was breached for my account ACC51245.,Complaint,Neutral
"I cancelled ZENDSmart Lighting within 7 days, please process my refund. Very happy with the service!",Refund,Happy
Your support team was very rude to me. Please guide me on this.,Complaint,Neutral
I have a query regarding It has been 5 days and I still have not received my refund.,Refund,Neutral
Please provide information about My refund for Postpaid Silver has not been processed yet.,Refund,Neutral
"I would like to know I was charged $200 wrongly, I need a refund.",Refund,Neutral
I want to escalate my complaint regarding ZENDCloud VM Pro. I will definitely recommend ZENDS!,Complaint,Happy
I am happy with ZENDS! It has been 2 weeks and I still have not received my refund.,Refund,Happy
I really enjoy using ZENDS! I keep getting transferred between agents with no help.,Complaint,Happy
My ZENDBiz Connect 100 internet is not working since 1 month. I expect an urgent response!,Technical,Angry
The ZENDBiz Connect 1G app is crashing on my device. This needs to be fixed immediately!,Technical,Angry
I want to understand What is included in the Enterprise Dedicated support?,Product Inquiry,Neutral
Please clarify the tax charges on my Postpaid Silver plan. Please let me know the details.,Billing,Neutral
Why was $72 deducted without any notice? ZENDS never disappoints!,Billing,Happy
I am very satisfied! I am getting error while setting up ZENDCloud VM Pro.,Technical,Happy
I am very satisfied! My bill shows $60 but I should be charged less.,Billing,Happy
I was promised a resolution in 3 days but nothing happened. I will definitely recommend ZENDS!,Complaint,Happy
It has been 2 weeks and I still have not received my refund. I expect an urgent response!,Refund,Angry
Can you explain the charges on my ACC86622 account? This needs to be fixed immediately!,Billing,Angry
I have a query regarding Can you explain the charges on my ACC84341 account?,Billing,Neutral
Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
My ticket TKT85674 regarding refund has no update.,Refund,Neutral
I filed a complaint 5 days ago and got no response.,Complaint,Neutral
I have been waiting for 2 weeks with no resolution. Fix this now or I will switch providers!,Complaint,Angry
What is the SLA for Prepaid Unlimited enterprise plan? I demand an immediate resolution!,Product Inquiry,Angry
My bill shows $120 but I should be charged less. Keep up the great work!,Billing,Happy
This is the worst service ever! My issue with Postpaid Silver has not been resolved since 1 week.,Complaint,Angry
I want to understand What is included in the Enterprise Dedicated support?,Product Inquiry,Neutral
Great service so far! Nobody from ZENDS has followed up on my issue.,Complaint,Happy
I am very unhappy with the service quality of ZENDSmart Traffic. I expect an urgent response!,Complaint,Angry
I was double charged for ZENDStorage 10TB this month. I will escalate this issue!,Billing,Angry
I was promised a resolution in 2 weeks but nothing happened. I expect an urgent response!,Complaint,Angry
I have not received my bill for the past 5 days. Keep up the great work!,Billing,Happy
I really enjoy using ZENDS! ZENDS service has been very disappointing lately.,Complaint,Happy
Your service is amazing! There is network outage in my area for 5 days.,Technical,Happy
My refund was rejected but I meet all the criteria. ZENDS never disappoints!,Refund,Happy
This is ridiculous! My refund for ZENDFiber Home 1Gbps has not been processed yet.,Refund,Angry
I am happy with ZENDS! I need a copy of my bill for Postpaid Platinum.,Billing,Happy
I did not receive my invoice for ZENDCloud VM Enterprise this month. I would appreciate your help.,Billing,Neutral
Thank you ZENDS! My bill shows $80 but I should be charged less.,Billing,Happy
Please provide information about I am planning to switch providers due to poor service.,Complaint,Neutral
Can you explain the charges on my ACC79163 account? I expect an urgent response!,Billing,Angry
Does ZENDS offer any discount for annual payment? Truly satisfied customer here!,Product Inquiry,Happy
Thank you ZENDS! Nobody from ZENDS has followed up on my issue.,Complaint,Happy
Refund request for account ACC80697 is still pending. Keep up the great work!,Refund,Happy
My bill shows $100 but I should be charged less. I demand an immediate resolution!,Billing,Angry
I am happy with ZENDS! My refund for Postpaid Platinum has not been processed yet.,Refund,Happy
I am extremely frustrated! My issue with ZENDArchive Storage has not been resolved since 3 days.,Complaint,Angry
This is ridiculous! Refund request for account ACC30730 is still pending.,Refund,Angry
I need a refund for the unused portion of ZENDOffice Net 1G. Thank you for the excellent support!,Refund,Happy
I am unable to make calls on ZENDStorage 10TB plan. Please let me know the details.,Technical,Neutral
"I was charged $30 wrongly, I need a refund.",Refund,Neutral
This is ridiculous! My auto-payment failed for ZENDCloud VM Basic plan.,Billing,Angry
Thank you ZENDS! I cannot login to my ZENDS account since 1 week.,Technical,Happy
"I need assistance with I was charged $100 wrongly, I need a refund.",Refund,Neutral
I am facing slow speed on Prepaid Unlimited plan.,Technical,Neutral
I am happy with ZENDS! Why was $72 deducted without any notice?,Billing,Happy
What IoT solutions does ZENDS offer for smart cities? I demand an immediate resolution!,Product Inquiry,Angry
I have a query regarding Please refund $120 to my account immediately.,Refund,Neutral
"Hi, I love ZENDS service! My refund was rejected but I meet all the criteria.",Refund,Happy
I want a refund for ZENDOffice Net 500 as it is not working. I demand an immediate resolution!,Refund,Angry
I am extremely frustrated! Please escalate my refund request for ZENDArchive Storage.,Refund,Angry
I am fed up with ZENDS! I am planning to switch providers due to poor service.,Complaint,Angry
Can I get a detailed breakdown of my Prepaid Unlimited charges?,Billing,Neutral
I want a refund for ZENDEnterprise Ultra as it is not working. I will escalate this issue!,Refund,Angry
I cannot believe this! Why is my bill so high this month for Prepaid Plus?,Billing,Angry
I am fed up with ZENDS! I am unable to make calls on ZENDSmart Traffic plan.,Technical,Angry
Please refund $48 to my account immediately. This is completely unacceptable!,Refund,Angry
"I really enjoy using ZENDS! I was charged $120 wrongly, I need a refund.",Refund,Happy
Thank you ZENDS! I am eligible for a refund as per ZENDS policy.,Refund,Happy
Does ZENDCloud VM Basic support international roaming? Please guide me on this.,Product Inquiry,Neutral
I need assistance with I am facing slow speed on ZENDCloud VM Basic plan.,Technical,Neutral
Does ZENDFiber Home 300Mbps support international roaming? I am very disappointed with ZENDS!,Product Inquiry,Angry
ZENDS service has been very disappointing lately. Please respond at your earliest convenience.,Complaint,Neutral
Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
Kindly help me with Does ZENDS offer any discount for annual payment?,Product Inquiry,Neutral
"Hi, I love ZENDS service! There is an incorrect charge of $48 on my account.",Billing,Happy
"I cancelled Postpaid Gold within 7 days, please process my refund. I am very disappointed with ZENDS!",Refund,Angry
This is the worst service ever! I am planning to switch providers due to poor service.,Complaint,Angry
My ZENDSmart Traffic eSIM is not activating. Very happy with the service!,Technical,Happy
"Could you clarify I was charged $48 wrongly, I need a refund.",Refund,Neutral
I am extremely frustrated! Please clarify the tax charges on my Postpaid Gold plan.,Billing,Angry
ZENDS service has been very disappointing lately. Please let me know the details.,Complaint,Neutral
Kindly help me with There is network outage in my area for 1 month.,Technical,Neutral
Kindly help me with I filed a complaint 5 days ago and got no response.,Complaint,Neutral
The ZENDCloud VM Enterprise app is crashing on my device. Please respond at your earliest convenience.,Technical,Neutral
What are the available plans in USA?,Product Inquiry,Neutral
Can I add family members to my ZENDStorage 1TB plan?,Product Inquiry,Neutral
I am fed up with ZENDS! My ZENDOffice Net 500 eSIM is not activating.,Technical,Angry
Your SLA was breached for my account ACC99192. Fix this now or I will switch providers!,Complaint,Angry
When is my next billing date for Prepaid Plus?,Billing,Neutral
I want to understand I want to escalate my complaint regarding ZENDFiber Home 300Mbps.,Complaint,Neutral
This is the worst service ever! Can I add family members to my ZENDCloud VM Basic plan?,Product Inquiry,Angry
This is absolutely unacceptable! I am very unhappy with the service quality of Prepaid Basic.,Complaint,Angry
I am planning to switch providers due to poor service. ZENDS is the best provider!,Complaint,Happy
What are the features of ZENDFleet IoT plan? Truly satisfied customer here!,Product Inquiry,Happy
I have a query regarding My complaint ticket TKT98696 has been ignored.,Complaint,Neutral
I really enjoy using ZENDS! I have not received my bill for the past 3 days.,Billing,Happy
What are the features of ZENDCloud VM Basic plan? Keep up the great work!,Product Inquiry,Happy
I want to escalate my complaint regarding ZENDOffice Net 200. Please guide me on this.,Complaint,Neutral
This is outrageous! I need a copy of my bill for ZENDSmart Traffic.,Billing,Angry
How much does ZENDBiz Connect 1G cost in Thailand? Please provide an update.,Product Inquiry,Neutral
I am fed up with ZENDS! I want a refund for ZENDStorage 1TB as it is not working.,Refund,Angry
Thank you ZENDS! My enterprise account ACC49117 has wrong billing details.,Billing,Happy
This is absolutely unacceptable! I was charged $60 but my plan is only $60.,Billing,Angry
Please refund $80 to my account immediately. Very happy with the service!,Refund,Happy
I was promised a resolution in 3 days but nothing happened. Please respond at your earliest convenience.,Complaint,Neutral
I need a copy of my bill for Prepaid Unlimited. Keep up the great work!,Billing,Happy
I want a refund for ZENDSmart Traffic as it is not working. This has gone too far!,Refund,Angry
I was charged $48 but my plan is only $48.,Billing,Neutral
Cloud service Prepaid Plus is showing downtime. Thank you for the excellent support!,Technical,Happy
Great service so far! Please clarify the tax charges on my ZENDCloud VM Enterprise plan.,Billing,Happy
I keep getting transferred between agents with no help. Looking forward to more great service!,Complaint,Happy
"I cancelled ZENDIndustrial Sensor within 7 days, please process my refund. I demand an immediate resolution!",Refund,Angry
I am very satisfied! What are the features of ZENDCloud VM Enterprise plan?,Product Inquiry,Happy
Nobody from ZENDS has followed up on my issue. I expect an urgent response!,Complaint,Angry
Can you please help me with I keep getting transferred between agents with no help.,Complaint,Neutral
This is absolutely unacceptable! I am facing slow speed on Postpaid Platinum plan.,Technical,Angry
Can I upgrade from ZENDSmart Parking to a higher plan?,Product Inquiry,Neutral
I am very angry about this! Why is my refund taking more than 3 days?,Refund,Angry
"I was charged $150 wrongly, I need a refund. Looking forward to more great service!",Refund,Happy
I did not receive my invoice for Prepaid Plus this month. This needs to be fixed immediately!,Billing,Angry
There is network outage in my area for 3 days. I will escalate this issue!,Technical,Angry
The ZENDSmart Traffic app is crashing on my device. Looking forward to more great service!,Technical,Happy
This is absolutely unacceptable! Does ZENDS offer any discount for annual payment?,Product Inquiry,Angry
ZENDS has been wonderful! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Happy
Can I get a bundle offer for mobile and broadband? Please provide an update.,Product Inquiry,Neutral
ZENDS has been wonderful! I want to escalate my complaint regarding ZENDOffice Net 200.,Complaint,Happy
I am fed up with ZENDS! Nobody from ZENDS has followed up on my issue.,Complaint,Angry
Please escalate my refund request for ZENDFiber Home 300Mbps.,Refund,Neutral
It has been 3 days and I still have not received my refund. Please let me know the details.,Refund,Neutral
Why is my refund taking more than 3 days? This has gone too far!,Refund,Angry
Could you clarify I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
I have been waiting for 5 days with no resolution. Thank you for the excellent support!,Complaint,Happy
Could you clarify I keep getting transferred between agents with no help.,Complaint,Neutral
This is the worst service ever! Why is my refund taking more than 2 weeks?,Refund,Angry
"Hi, I love ZENDS service! There is an incorrect charge of $100 on my account.",Billing,Happy
I have a query regarding Can you explain the charges on my ACC11504 account?,Billing,Neutral
"I was charged $30 wrongly, I need a refund.",Refund,Neutral
How much does ZENDStorage 10TB cost in Thailand? I will escalate this issue!,Product Inquiry,Angry
Can I get a bundle offer for mobile and broadband? This needs to be fixed immediately!,Product Inquiry,Angry
This is outrageous! I want to escalate my complaint regarding ZENDSmart Parking.,Complaint,Angry
Your service is amazing! It has been 2 weeks and I still have not received my refund.,Refund,Happy
I really enjoy using ZENDS! I want to escalate my complaint regarding ZENDOffice Net 1G.,Complaint,Happy
I have a query regarding My refund for ZENDOffice Net 1G has not been processed yet.,Refund,Neutral
I cannot believe this! Please clarify the tax charges on my ZENDOffice Net 500 plan.,Billing,Angry
Great service so far! Cloud service ZENDFleet IoT is showing downtime.,Technical,Happy
I have a query regarding I keep getting transferred between agents with no help.,Complaint,Neutral
Great service so far! My complaint ticket TKT38221 has been ignored.,Complaint,Happy
Great service so far! How do I migrate to ZENDCloud VM Pro from my current plan?,Product Inquiry,Happy
My enterprise account ACC30969 has wrong billing details. ZENDS never disappoints!,Billing,Happy
Please escalate my refund request for ZENDSmart Traffic.,Refund,Neutral
I am planning to switch providers due to poor service.,Complaint,Neutral
This is outrageous! I keep getting transferred between agents with no help.,Complaint,Angry
Does ZENDS offer any discount for annual payment? ZENDS is the best provider!,Product Inquiry,Happy
What is the data limit for ZENDCloud VM Pro plan? I would appreciate your help.,Product Inquiry,Neutral
There is network outage in my area for 2 weeks.,Technical,Neutral
I am unable to make calls on ZENDBiz Connect 500 plan. Awaiting your response.,Technical,Neutral
This is absolutely unacceptable! What is the SLA for ZENDSmart Traffic enterprise plan?,Product Inquiry,Angry
Please provide information about I need a copy of my bill for ZENDFleet IoT.,Billing,Neutral
Your support team was very rude to me.,Complaint,Neutral
ZENDS has been wonderful! My auto-payment failed for ZENDStorage 1TB plan.,Billing,Happy
Your service is amazing! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Happy
I am unable to make calls on ZENDCloud VM Enterprise plan.,Technical,Neutral
I have been waiting for 2 weeks with no resolution. Fix this now or I will switch providers!,Complaint,Angry
Can I add family members to my ZENDStorage 1TB plan? This is completely unacceptable!,Product Inquiry,Angry
I am happy with ZENDS! My router for Postpaid Silver is not responding.,Technical,Happy
Can you please help me with My ZENDCloud VM Pro connection is unstable since 2 weeks.,Technical,Neutral
I am very angry about this! I cannot connect to ZENDSmart Parking service at all.,Technical,Angry
I am extremely frustrated! Your SLA was breached for my account ACC28301.,Complaint,Angry
Your service is amazing! I am unable to make calls on ZENDSmart Traffic plan.,Technical,Happy
How do I migrate to Prepaid Unlimited from my current plan? Awaiting your response.,Product Inquiry,Neutral
I would like to know Why is my refund taking more than 1 week?,Refund,Neutral
My refund was rejected but I meet all the criteria. I would appreciate your help.,Refund,Neutral
Please clarify the tax charges on my ZENDBiz Connect 100 plan. Truly satisfied customer here!,Billing,Happy
I did not receive my invoice for Prepaid Unlimited this month. Thank you for your assistance.,Billing,Neutral
This is the worst service ever! My complaint ticket TKT59735 has been ignored.,Complaint,Angry
Great service so far! Nobody from ZENDS has followed up on my issue.,Complaint,Happy
I am very angry about this! Your SLA was breached for my account ACC89818.,Complaint,Angry
How do I migrate to Prepaid Plus from my current plan? Very happy with the service!,Product Inquiry,Happy
I cannot believe this! It has been 2 weeks and I still have not received my refund.,Refund,Angry
Your service is amazing! My refund for ZENDSmart Parking has not been processed yet.,Refund,Happy
I cannot login to my ZENDS account since 5 days. Kindly look into this matter.,Technical,Neutral
Kindly help me with My refund for Postpaid Gold has not been processed yet.,Refund,Neutral
This is absolutely unacceptable! I have been waiting for 1 month with no resolution.,Complaint,Angry
Cloud service ZENDCloud VM Basic is showing downtime. I expect an urgent response!,Technical,Angry
My ZENDOffice Net 200 eSIM is not activating. Please provide an update.,Technical,Neutral
I am very satisfied! I want to escalate my complaint regarding ZENDFleet IoT.,Complaint,Happy
Please refund $200 to my account immediately.,Refund,Neutral
My ticket TKT51347 regarding refund has no update. ZENDS is the best provider!,Refund,Happy
My enterprise account ACC30033 has wrong billing details. I will escalate this issue!,Billing,Angry
I was charged $30 but my plan is only $30. Please let me know the details.,Billing,Neutral
Your support team was very rude to me. ZENDS never disappoints!,Complaint,Happy
I did not receive my invoice for ZENDStorage 1TB this month. I will escalate this issue!,Billing,Angry
I filed a complaint 2 weeks ago and got no response. Fix this now or I will switch providers!,Complaint,Angry
I need assistance with I was double charged for ZENDStorage 10TB this month.,Billing,Neutral
My Prepaid Plus data speed is very slow.,Technical,Neutral
What IoT solutions does ZENDS offer for smart cities? I will escalate this issue!,Product Inquiry,Angry
I am extremely frustrated! It has been 2 weeks and I still have not received my refund.,Refund,Angry
ZENDS has been wonderful! I have been waiting for 1 week with no resolution.,Complaint,Happy
I cancelled my Postpaid Platinum plan but no refund was given. Please let me know the details.,Refund,Neutral
Can I get a bundle offer for mobile and broadband? Please guide me on this.,Product Inquiry,Neutral
I cannot believe this! What is included in the Enterprise Dedicated support?,Product Inquiry,Angry
I am fed up with ZENDS! Please clarify the tax charges on my ZENDFiber Home 100Mbps plan.,Billing,Angry
Tell me about ZENDCloud VM plans and pricing. I would appreciate your help.,Product Inquiry,Neutral
ZENDS has been wonderful! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Happy
I need a refund for the unused portion of ZENDFiber Home 300Mbps. Fix this now or I will switch providers!,Refund,Angry
Nobody from ZENDS has followed up on my issue. This is completely unacceptable!,Complaint,Angry
I would like to know I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
I am facing slow speed on Prepaid Unlimited plan. I am very disappointed with ZENDS!,Technical,Angry
Could you clarify Why is my bill so high this month for ZENDIndustrial Sensor?,Billing,Neutral
Refund request for account ACC37653 is still pending. Please guide me on this.,Refund,Neutral
Great service so far! I am extremely frustrated with ZENDS customer support.,Complaint,Happy
I am unable to make calls on ZENDCloud VM Enterprise plan. ZENDS is the best provider!,Technical,Happy
ZENDS has been wonderful! I am eligible for a refund as per ZENDS policy.,Refund,Happy
Could you clarify Why is my bill so high this month for Postpaid Platinum?,Billing,Neutral
My issue with ZENDFiber Home 1Gbps has not been resolved since 2 weeks.,Complaint,Neutral
How do I migrate to Postpaid Silver from my current plan? Truly satisfied customer here!,Product Inquiry,Happy
This is outrageous! I need a refund for the unused portion of ZENDEnterprise Ultra.,Refund,Angry
This is absolutely unacceptable! My enterprise account ACC94259 has wrong billing details.,Billing,Angry
Thank you ZENDS! ZENDS service has been very disappointing lately.,Complaint,Happy
I want a refund for ZENDOffice Net 500 as it is not working. Very happy with the service!,Refund,Happy
My ZENDCloud VM Enterprise connection keeps dropping every few minutes. ZENDS never disappoints!,Technical,Happy
What are the available plans in India?,Product Inquiry,Neutral
I am very angry about this! I was charged $80 but my plan is only $80.,Billing,Angry
I have a query regarding What is the data limit for ZENDStorage 10TB plan?,Product Inquiry,Neutral
I was charged $200 but my plan is only $200. This is completely unacceptable!,Billing,Angry
Why is my refund taking more than 5 days? Please guide me on this.,Refund,Neutral
I cannot believe this! My ZENDSmart Lighting eSIM is not activating.,Technical,Angry
"Could you clarify I cancelled ZENDCloud VM Basic within 7 days, please process my refund.",Refund,Neutral
"Hi, I love ZENDS service! Please escalate my refund request for ZENDArchive Storage.",Refund,Happy
Please escalate my refund request for ZENDCloud VM Pro. I will escalate this issue!,Refund,Angry
What are the available plans in India? This has gone too far!,Product Inquiry,Angry
I need assistance with What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
I am fed up with ZENDS! My ZENDArchive Storage connection keeps dropping every few minutes.,Technical,Angry
Please provide information about I am planning to switch providers due to poor service.,Complaint,Neutral
"I was charged $200 wrongly, I need a refund. ZENDS is the best provider!",Refund,Happy
What are the available plans in India? I demand an immediate resolution!,Product Inquiry,Angry
I am unable to make calls on Postpaid Silver plan. This has gone too far!,Technical,Angry
How do I migrate to Postpaid Gold from my current plan? This is completely unacceptable!,Product Inquiry,Angry
I really enjoy using ZENDS! I cannot connect to ZENDCloud VM Enterprise service at all.,Technical,Happy
This is the worst service ever! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
Can I get a detailed breakdown of my ZENDFiber Home 100Mbps charges? I will definitely recommend ZENDS!,Billing,Happy
This is outrageous! Does ZENDSmart Parking support international roaming?,Product Inquiry,Angry
I am planning to switch providers due to poor service.,Complaint,Neutral
ZENDS has been wonderful! I was charged $60 but my plan is only $60.,Billing,Happy
Can you please help me with My ZENDStorage 10TB internet is not working since 5 days.,Technical,Neutral
Thank you ZENDS! I want a refund for ZENDOffice Net 1G as it is not working.,Refund,Happy
I need a refund for the unused portion of ZENDCloud VM Basic. Thank you for the excellent support!,Refund,Happy
Could you clarify I am eligible for a refund as per ZENDS policy.,Refund,Neutral
I cannot connect to ZENDStorage 10TB service at all. Please guide me on this.,Technical,Neutral
This is outrageous! Why is my bill so high this month for Prepaid Plus?,Billing,Angry
I was promised a resolution in 1 week but nothing happened.,Complaint,Neutral
My bill shows $80 but I should be charged less. I will definitely recommend ZENDS!,Billing,Happy
My ticket TKT57819 regarding refund has no update. This has gone too far!,Refund,Angry
"Hi, I love ZENDS service! My ZENDBiz Connect 500 data speed is very slow.",Technical,Happy
I need assistance with I am getting error while setting up ZENDCloud VM Basic.,Technical,Neutral
This is outrageous! Can you explain the charges on my ACC84341 account?,Billing,Angry
I cannot believe this! What are the features of ZENDSmart Parking plan?,Product Inquiry,Angry
How do I migrate to Prepaid Basic from my current plan? I will escalate this issue!,Product Inquiry,Angry
I have been waiting for 5 days with no resolution. Awaiting your response.,Complaint,Neutral
I am happy with ZENDS! What are the available plans in India?,Product Inquiry,Happy
My ticket TKT39871 regarding refund has no update.,Refund,Neutral
I really enjoy using ZENDS! Please refund $30 to my account immediately.,Refund,Happy
Please clarify the tax charges on my ZENDSmart Parking plan. Very happy with the service!,Billing,Happy
I have a query regarding Your support team was very rude to me.,Complaint,Neutral
This is absolutely unacceptable! It has been 2 weeks and I still have not received my refund.,Refund,Angry
Does ZENDEnterprise Ultra support international roaming? Please provide an update.,Product Inquiry,Neutral
This is ridiculous! The ZENDEnterprise Dedicated app is crashing on my device.,Technical,Angry
I filed a complaint 1 week ago and got no response.,Complaint,Neutral
Your service is amazing! My router for ZENDArchive Storage is not responding.,Technical,Happy
Can you please help me with I filed a complaint 1 week ago and got no response.,Complaint,Neutral
I am fed up with ZENDS! I need a copy of my bill for ZENDIndustrial Sensor.,Billing,Angry
What is the difference between Postpaid Gold and Platinum? Please let me know the details.,Product Inquiry,Neutral
I cannot connect to ZENDOffice Net 200 service at all. Thank you for your assistance.,Technical,Neutral
I need a copy of my bill for ZENDCloud VM Pro. Looking forward to more great service!,Billing,Happy
Great service so far! Can I get a bundle offer for mobile and broadband?,Product Inquiry,Happy
I am happy with ZENDS! Cloud service ZENDEnterprise Dedicated is showing downtime.,Technical,Happy
Great service so far! Your support team was very rude to me.,Complaint,Happy
My ZENDFiber Home 100Mbps internet is not working since 1 month. I am very disappointed with ZENDS!,Technical,Angry
I cannot believe this! What are the features of ZENDStorage 10TB plan?,Product Inquiry,Angry
My Prepaid Plus connection is unstable since 1 month. Fix this now or I will switch providers!,Technical,Angry
